City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Kousseri,CM,12.0769,15.0306,96.76,17,89,11.5,overcast clouds
343,Kalat,PK,29.0225,66.5916,55.87,34,0,2.13,clear sky
344,Saquena,PE,-4.6667,-73.5167,84.76,68,87,2.1,overcast clouds
345,Treinta Y Tres,UY,-33.2333,-54.3833,71.44,56,70,9.46,broken clouds
346,Buraydah,SA,26.326,43.975,86.45,14,0,7.0,clear sky
347,Altay,CN,47.8667,88.1167,29.44,42,39,5.1,scattered clouds
348,Migori,KE,-1.0634,34.4731,66.6,74,28,1.12,scattered clouds
349,Herne Bay,GB,51.373,1.1286,62.06,82,44,1.01,scattered clouds
350,Oranjemund,NA,-28.55,16.4333,60.64,90,100,12.88,overcast clouds
351,Tucuman,AR,-26.8241,-65.2226,84.2,42,0,5.75,clear sky
352,Jagodje,SI,45.5322,13.655,68.05,77,0,6.91,clear sky
353,Ilebo,CD,-4.3167,20.5833,78.51,72,91,1.95,overcast clouds
354,Bud,US,39.447,-86.1758,74.01,46,76,13.98,broken clouds
355,Kalmunai,LK,7.4167,81.8167,80.02,79,99,4.99,overcast clouds
356,Shahr-E Kord,IR,32.3256,50.8644,56.97,14,0,9.22,clear sky
357,Marawi,PH,7.9986,124.2928,68.77,94,100,2.66,heavy intensity rain
358,Abu Dhabi,AE,24.4667,54.3667,86.11,66,0,6.91,clear sky
359,Mehamn,NO,71.0357,27.8492,31.95,80,40,5.75,light snow
360,Richards Bay,ZA,-28.783,32.0377,72.09,90,68,1.72,light rain
361,Suzun,RU,53.7841,82.3116,29.97,71,22,5.73,few clouds
362,Morondava,MG,-20.2833,44.2833,79.05,76,0,15.01,clear sky
363,Phaltan,IN,17.9833,74.4333,70.05,58,0,2.75,clear sky
364,Rawson,AR,-43.3002,-65.1023,72.48,28,54,14.97,broken clouds
365,Mokhotlong,LS,-29.2894,29.0675,56.52,72,61,2.51,light rain
366,Sharjah,AE,25.3573,55.4033,87.78,51,0,8.05,clear sky
367,Taunsa,PK,30.7048,70.6505,77.4,27,11,4.38,few clouds
368,Kamenka,RU,51.3223,42.7678,45.12,86,100,12.17,overcast clouds
369,Cornwall,CA,45.0181,-74.7281,70.84,51,0,3.44,clear sky
370,Miraflores,MX,19.2167,-98.8083,75.97,62,92,2.89,overcast clouds
371,Praia,CV,14.9215,-23.5087,79.84,70,3,11.5,clear sky
372,Walvis Bay,NA,-22.9575,14.5053,60.1,82,72,14.97,broken clouds
373,Nicoya,CR,10.1483,-85.452,82.26,77,98,2.13,overcast clouds
374,Santa Rosa,PH,14.3122,121.1114,82.11,82,62,6.93,broken clouds
375,Kirovskiy,RU,45.0917,133.5136,31.8,64,0,1.59,clear sky
376,Sheopur,IN,25.6667,76.7,70.36,36,0,3.94,clear sky
377,Taltal,CL,-25.4,-70.4833,63.3,69,13,7.63,few clouds
378,Brae,GB,60.3964,-1.353,51.62,90,100,20.62,light rain
379,Medea,DZ,36.2642,2.7539,69.3,22,46,7.09,scattered clouds
380,Bengkulu,ID,-3.8004,102.2655,75.34,91,100,2.01,moderate rain
381,Hurghada,EG,27.2574,33.8129,80.64,50,0,9.22,clear sky
382,Derzhavinsk,KZ,51.1,66.3167,35.24,37,3,9.01,clear sky
383,Escanaba,US,45.7453,-87.0646,66.51,86,0,12.66,clear sky
384,Odesskoye,RU,54.2111,72.9651,25.57,82,18,10.07,few clouds
385,Arlit,NE,18.7369,7.3853,92.98,15,58,7.4,broken clouds
386,Hammerfest,NO,70.6634,23.6821,34.25,100,75,11.5,broken clouds
387,Lesogorskiy,RU,61.0455,28.9294,37.56,80,100,2.66,overcast clouds
388,Ayagoz,KZ,47.9714,80.4392,30.36,49,0,11.25,clear sky
389,Iquitos,PE,-3.7481,-73.2472,85.6,63,80,3.4,broken clouds
390,Aswan,EG,24.0934,32.907,81.7,22,0,10.36,clear sky
391,Zambezi,ZM,-13.5432,23.1047,74.88,49,91,4.83,light rain
392,Puerto Madryn,AR,-42.7692,-65.0385,73.6,27,33,12.03,scattered clouds
393,Kozhva,RU,65.1073,57.0459,28.99,99,100,2.66,overcast clouds
394,Pishin,PK,30.5803,66.9961,62.91,24,1,4.21,clear sky
395,Mora,CM,11.0461,14.1401,85.01,45,100,2.77,overcast clouds
396,Cadiz,ES,36.5,-5.75,78.22,44,100,3.22,overcast clouds
397,Krk,HR,45.0258,14.5731,68.05,90,23,4.47,few clouds
398,Teodoro Sampaio,BR,-22.5325,-52.1675,88.07,35,0,3.33,clear sky
399,Cap Malheureux,MU,-19.9842,57.6142,73.47,68,9,1.99,clear sky
400,Cajati,BR,-24.7361,-48.1228,81.07,55,47,5.46,scattered clouds
401,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,90.95,51,97,2.26,overcast clouds
402,Valverde Del Camino,ES,37.5751,-6.7543,71.02,69,100,4.27,overcast clouds
403,Koungou,YT,-12.7336,45.2042,78.51,78,20,4.61,few clouds
404,Rypefjord,NO,70.6333,23.6667,34.27,100,75,11.5,broken clouds
405,Manyana,BW,-23.4,21.7167,84.94,22,83,7.67,broken clouds
406,Great Yarmouth,GB,52.6083,1.7305,59.5,77,42,16.37,scattered clouds
407,Malumfashi,NG,11.7853,7.6218,82.8,47,95,7.43,overcast clouds
408,Xai-Xai,MZ,-25.0519,33.6442,76.78,79,97,15.35,overcast clouds
409,Gilgit,PK,35.9221,74.3087,63.48,43,100,0.98,overcast clouds
410,Havre-Saint-Pierre,CA,50.2334,-63.5986,57.56,58,0,3.44,clear sky
411,Yar-Sale,RU,66.8333,70.8333,24.06,98,54,3.71,broken clouds
412,Jamame,SO,0.0722,42.7506,77.92,83,61,9.75,broken clouds
413,Raga,SS,8.4596,25.678,76.71,56,8,2.08,clear sky
414,Carutapera,BR,-1.195,-46.02,86.83,61,64,10.09,broken clouds
415,Talnakh,RU,69.4865,88.3972,25.21,96,100,11.54,snow
416,Kowary,PL,50.7931,15.8356,60.35,91,100,7.11,light rain
417,Bandarbeyla,SO,9.4942,50.8122,78.67,85,10,8.23,clear sky
418,Nea Peramos,GR,38.0076,23.423,73.81,78,0,3.44,clear sky
419,Wilmington,US,34.2257,-77.9447,64.31,77,100,0.0,overcast clouds
420,Hirna,ET,9.2167,41.1,67.68,46,97,2.33,overcast clouds
421,Chateaubelair,VC,13.2833,-61.25,84.72,84,20,4.61,few clouds
422,Tukrah,LY,32.5341,20.5791,73.18,74,64,13.0,broken clouds
423,Mwinilunga,ZM,-11.7358,24.4293,72.77,52,97,5.23,overcast clouds
424,Lykhivka,UA,48.6874,33.9228,50.72,91,82,4.94,broken clouds
425,Tarata,BO,-17.6167,-66.0167,75.07,25,21,1.74,few clouds
426,Oberstdorf,DE,47.4,10.2833,51.91,86,100,4.0,light rain
427,Huntingdon,GB,52.3305,-0.1865,59.94,86,62,8.01,broken clouds
428,Igrim,RU,63.1906,64.4162,34.14,99,100,4.05,snow
429,Stephenville,US,32.2207,-98.2023,62.26,96,100,9.22,overcast clouds
430,Mola Di Bari,IT,41.0609,17.0873,75.52,80,34,2.98,scattered clouds
431,Sacele,RO,45.6174,25.6943,49.82,81,63,3.56,broken clouds
432,Axim,GH,4.8699,-2.2405,81.21,76,95,7.11,overcast clouds
433,Marabba,SD,12.35,32.1833,90.97,22,5,8.16,clear sky
434,Aleppo,SY,36.25,37.5,70.09,37,0,3.76,clear sky
435,Bhatkal,IN,13.9667,74.5667,76.12,59,2,5.55,clear sky
436,Bolkhov,RU,53.4433,36.0044,42.85,83,97,7.25,overcast clouds
437,Ales,FR,44.1333,4.0833,69.69,78,100,3.18,overcast clouds
438,Livani,LV,56.3543,26.1758,41.56,93,99,4.34,overcast clouds
439,Boa Vista,BR,2.8197,-60.6733,91.38,52,75,5.75,broken clouds
440,Maralal,KE,1.0968,36.698,67.26,47,33,14.58,scattered clouds
441,Dwarka,IN,22.2394,68.9678,81.55,65,0,9.93,clear sky
442,Obo,CF,5.3998,26.4869,76.5,75,37,3.78,scattered clouds
443,Vawkavysk,BY,53.1561,24.4513,52.23,91,100,6.78,overcast clouds
444,Boyabat,TR,41.4689,34.7667,54.84,85,65,3.6,broken clouds
445,Dzaoudzi,YT,-12.7887,45.2699,78.69,78,20,4.61,few clouds
446,Maura,NO,60.25,11.0167,44.51,95,75,10.36,light rain
447,Maun,BW,-19.9833,23.4167,93.16,26,0,2.3,clear sky
448,Scarborough,GB,54.2797,-0.4044,57.65,88,79,10.0,broken clouds
449,The Valley,AI,18.217,-63.0578,89.46,74,40,11.5,scattered clouds
450,Maua,BR,-23.6678,-46.4614,78.6,70,45,10.78,scattered clouds
451,Novyy Urengoy,RU,66.0833,76.6333,29.32,90,96,10.78,overcast clouds
452,Salinas,US,36.6777,-121.6555,67.06,37,0,0.0,clear sky
453,Gamba,GA,-2.65,10.0,74.59,91,100,2.93,light rain
454,Lyaskelya,RU,61.7667,31.0167,34.25,85,100,3.27,overcast clouds
455,Homestead,US,25.4687,-80.4776,82.0,70,75,11.5,broken clouds
456,Vilhena,BR,-12.7406,-60.1458,86.22,51,40,4.61,scattered clouds
457,Puno,PE,-15.8333,-70.0333,58.41,35,58,12.8,broken clouds
458,Castro Alves,BR,-12.7656,-39.4283,85.05,49,86,11.07,overcast clouds
459,Den Helder,NL,52.9599,4.7593,60.78,84,53,16.11,broken clouds
460,Vagay,RU,57.9375,69.0217,35.22,49,95,12.24,overcast clouds
461,Itabira,BR,-19.6192,-43.2269,78.46,57,100,4.21,overcast clouds
462,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,68,75,14.27,broken clouds
463,Caravelas,BR,-17.7125,-39.2481,77.65,78,99,9.37,heavy intensity rain
464,Paamiut,GL,61.994,-49.6678,34.27,82,99,18.79,overcast clouds
465,Cap-Chat,CA,49.1001,-66.6821,50.0,81,100,1.57,overcast clouds
466,Okakarara,NA,-20.5833,17.4333,86.95,22,60,4.99,broken clouds
467,Thompson,CA,55.7435,-97.8558,28.56,93,100,21.85,overcast clouds
468,Bahia Blanca,AR,-38.7196,-62.2724,84.94,27,75,8.9,broken clouds
469,Kilindoni,TZ,-7.9139,39.6668,77.49,80,34,15.88,scattered clouds
470,Abu Samrah,SY,35.3029,37.1841,72.01,40,0,7.14,clear sky
471,Nisia Floresta,BR,-6.0911,-35.2086,84.58,59,62,14.67,broken clouds
472,Hobyo,SO,5.3505,48.5268,79.81,81,15,14.38,few clouds
473,Norrtalje,SE,59.758,18.705,50.02,83,97,10.92,overcast clouds
474,Kitob,UZ,39.0843,66.8332,56.84,76,53,0.76,broken clouds
475,Massaguet,TD,12.4755,15.4365,95.16,17,51,8.86,broken clouds
476,Mega,ET,4.05,38.3,64.08,72,68,9.19,broken clouds
477,Nuuk,GL,64.1835,-51.7216,31.87,78,100,5.01,overcast clouds
478,Saint-Pierre,RE,-21.3393,55.4781,73.9,68,20,2.3,few clouds
479,Sambava,MG,-14.2667,50.1667,71.69,79,1,4.25,clear sky
480,Peddapalli,IN,18.6167,79.3667,67.37,70,1,4.14,clear sky
481,Los Barrios,ES,36.1848,-5.4921,76.84,44,0,8.05,clear sky
482,Port Hawkesbury,CA,45.6169,-61.3485,66.15,67,100,1.07,overcast clouds
483,Marsh Harbour,BS,26.5412,-77.0636,79.66,66,14,15.79,few clouds
484,Kurmanayevka,RU,52.5093,52.0675,43.05,80,100,13.96,overcast clouds
485,Severnoye,RU,56.3491,78.3619,27.81,81,70,14.2,broken clouds
486,Staroutkinsk,RU,57.2302,59.3348,34.72,96,100,15.97,snow
487,Henties Bay,NA,-22.116,14.2845,59.95,86,13,11.68,few clouds
488,Baft,IR,29.234,56.6057,58.55,27,0,3.11,clear sky
489,Clemency,LU,49.5967,5.8758,61.39,80,96,3.0,overcast clouds
490,Zalegoshch,RU,52.9008,36.8869,44.11,82,99,3.47,overcast clouds
491,Taperoa,BR,-7.2075,-36.8267,93.52,28,55,8.23,broken clouds
492,Segezha,RU,63.7415,34.3222,32.27,90,22,7.38,few clouds
493,Alpena,US,45.0617,-83.4327,69.12,55,20,14.97,few clouds
494,Libourne,FR,44.9167,-0.25,70.57,55,33,4.65,scattered clouds
495,Mitha Tiwana,PK,32.2486,72.1108,74.34,20,0,3.89,clear sky
496,Dimbokro,CI,6.6451,-4.7048,81.1,83,69,2.75,light rain
497,Agadir,MA,30.4202,-9.5982,100.85,28,100,0.49,overcast clouds
498,Meulaboh,ID,4.1363,96.1285,79.47,83,100,6.87,overcast clouds
499,Leogane,HT,18.5108,-72.6339,89.8,68,100,4.99,light rain
500,Mezen,RU,65.8522,44.24,33.3,82,41,9.19,scattered clouds
501,Umm Kaddadah,SD,13.6017,26.6876,86.92,16,43,15.93,scattered clouds
502,Olafsvik,IS,64.8945,-23.7142,42.66,74,100,10.98,overcast clouds
503,Bayan,CN,46.0833,127.4,31.93,56,50,5.06,scattered clouds
504,Humaita,BR,-7.5061,-63.0208,96.85,40,59,1.59,broken clouds
505,Constantine,DZ,36.365,6.6147,78.21,20,0,8.05,clear sky
506,Moundou,TD,8.5667,16.0833,79.47,67,31,2.82,scattered clouds
507,Saltpond,GH,5.2091,-1.0606,80.92,79,80,11.68,broken clouds
508,Lethem,GY,3.3803,-59.7968,93.54,45,100,3.31,overcast clouds
509,Bantry,IE,51.6833,-9.45,55.78,88,63,11.72,broken clouds
510,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,87,100,23.02,overcast clouds
511,Kralendijk,BQ,12.15,-68.2667,76.98,94,100,10.36,overcast clouds
512,San Pedro,PH,14.35,121.0167,81.36,81,20,1.14,few clouds
513,Stratonion,GR,40.5141,23.8247,64.78,72,1,2.06,clear sky
514,Nardaran,AZ,40.5561,50.0056,62.24,77,0,9.22,clear sky
515,Ndago,TZ,-4.6,34.35,80.69,20,60,6.35,broken clouds
516,San Miguel,SV,13.4833,-88.1833,87.08,63,9,1.3,clear sky
517,Vredendal,ZA,-31.6683,18.5012,66.78,70,44,14.74,scattered clouds
518,Santa Fe,AR,-31.6333,-60.7,87.03,37,7,8.01,clear sky
519,Dera Ghazi Khan,PK,30.0561,70.6348,75.27,28,0,3.42,clear sky
520,Nigde,TR,37.8333,34.75,49.6,44,0,3.33,clear sky
521,Geel,BE,51.1661,4.9919,61.86,82,52,6.91,broken clouds
522,Naryan-Mar,RU,67.6713,53.087,23.49,91,27,6.58,scattered clouds
523,Benghazi,LY,32.1167,20.0667,73.6,74,11,16.37,few clouds
524,Oksfjord,NO,70.2396,22.3479,37.58,94,100,3.74,overcast clouds
525,Heinola,FI,61.2056,26.0381,30.99,81,94,0.25,overcast clouds
526,Lodja,CD,-3.4833,23.4333,72.39,92,100,5.55,light rain
527,Waddan,LY,29.1614,16.139,73.72,35,0,8.75,clear sky
528,Cotonou,BJ,6.3654,2.4183,84.18,79,40,11.5,thunderstorm
529,Aksarka,RU,66.5606,67.7975,24.39,96,78,3.2,broken clouds
530,Severomorsk,RU,69.0689,33.4162,32.4,85,90,6.53,overcast clouds
531,Salta,AR,-24.7859,-65.4117,85.57,35,20,12.66,few clouds
532,Sivas,TR,39.7916,37.0019,48.72,63,0,4.81,clear sky
533,Asosa,ET,10.0667,34.5333,61.14,90,47,4.23,scattered clouds
534,San-Pedro,CI,4.7485,-6.6363,80.65,79,46,7.78,scattered clouds
535,Conceicao Da Barra,BR,-18.5933,-39.7322,76.19,82,100,8.1,light rain
536,Merrill,US,45.1805,-89.6835,65.8,96,100,11.5,overcast clouds
537,Itarema,BR,-2.9248,-39.9167,87.04,57,37,18.16,scattered clouds
538,Polyarnyy,RU,69.1989,33.4478,35.6,79,93,8.75,overcast clouds
539,Tombouctou,ML,20.0,-3.0,89.04,11,30,9.06,scattered clouds
540,Sibenik,HR,43.7272,15.9058,68.38,81,84,3.0,broken clouds
541,Sisimiut,GL,66.9395,-53.6735,33.57,95,100,4.83,light snow
542,Gedo,ET,9.0167,37.45,52.5,84,28,1.81,light rain
543,Camana,PE,-16.6228,-72.7111,66.45,70,68,8.77,broken clouds
544,Panama City,PA,8.9936,-79.5197,84.43,74,75,4.61,light rain
545,Tromso,NO,69.6496,18.957,33.82,86,40,4.61,scattered clouds
546,Capreol,CA,46.706,-80.9225,65.55,48,75,13.8,broken clouds
547,Miracatu,BR,-24.2814,-47.4597,79.07,60,69,5.75,broken clouds
548,Igaci,BR,-9.5369,-36.6336,85.17,54,44,16.11,scattered clouds
549,Nara,JP,34.6851,135.8049,54.5,54,100,4.32,overcast clouds
550,Kavaratti,IN,10.5669,72.642,82.65,71,4,5.19,clear sky
551,Somotillo,NI,13.0433,-86.9064,87.94,68,5,1.52,clear sky
552,Urambo,TZ,-5.0667,32.05,84.43,20,86,4.99,overcast clouds
553,Jacmel,HT,18.2342,-72.5347,89.44,66,96,6.93,overcast clouds
554,Saint-Georges,GD,12.0564,-61.7485,87.48,74,20,16.11,few clouds
555,Friockheim,GB,56.6378,-2.6636,53.67,90,43,8.48,scattered clouds
556,Pokhara,NP,28.2333,83.9833,63.39,49,1,6.46,clear sky
557,Nioki,CD,-2.7167,17.6833,73.08,96,90,4.74,moderate rain
558,Paita,PE,-5.0892,-81.1144,69.71,67,97,12.84,overcast clouds
559,Atasu,KZ,48.6814,71.6433,34.3,36,29,6.87,scattered clouds
560,Olinda,BR,-8.0089,-34.8553,83.93,61,40,10.36,scattered clouds
561,Viransehir,TR,37.2353,39.7631,66.88,26,0,7.31,clear sky
562,Chicama,PE,-7.8447,-79.1469,72.52,57,82,10.31,broken clouds
563,Krasnovishersk,RU,60.4078,57.082,32.9,99,100,7.11,snow
564,Lipari,IT,38.4674,14.954,71.33,66,19,6.11,few clouds
565,Adamas,GR,36.7333,24.4333,69.85,68,0,7.67,clear sky
566,Saint-Joseph,RE,-21.3667,55.6167,71.98,83,44,7.87,scattered clouds
567,Urengoy,RU,65.9667,78.3667,30.25,89,97,10.96,overcast clouds
568,Husavik,IS,66.0449,-17.3389,30.04,76,66,9.91,broken clouds
569,Kolga,EE,59.4867,25.6192,31.87,73,68,5.17,broken clouds
570,Halifax,CA,44.6453,-63.5724,64.29,77,100,5.75,overcast clouds
571,Ustka,PL,54.5805,16.8619,55.65,90,100,9.37,overcast clouds
572,Ilo,PE,-17.6394,-71.3375,65.26,72,0,10.36,clear sky
573,Andra,RU,62.5147,65.8878,33.96,98,100,9.01,snow
574,Kant,IN,27.8,79.8,71.37,54,0,6.85,clear sky
575,Djibo,BF,14.1022,-1.6306,96.1,13,20,9.26,few clouds
576,Mragowo,PL,53.8644,21.3051,53.6,95,98,5.82,overcast clouds
577,Kandi,BJ,11.1342,2.9386,87.37,34,50,4.36,scattered clouds
578,Riyadh,SA,24.6877,46.7219,80.74,14,0,5.21,clear sky
579,Tazovskiy,RU,67.4667,78.7,23.81,94,74,5.12,broken clouds
580,Ouesso,CG,1.6136,16.0517,75.22,91,79,0.49,broken clouds
581,Staryy Nadym,RU,65.6118,72.6842,25.99,96,32,7.65,scattered clouds
582,Usakos,NA,-22.0,15.6,82.8,22,37,15.43,scattered clouds
583,Abu Kamal,SY,34.4506,40.9171,74.93,29,1,7.99,clear sky
584,Oranjestad,AW,12.524,-70.027,86.92,73,40,21.85,scattered clouds
585,Birao,CF,10.2849,22.7882,79.77,34,71,4.97,broken clouds
586,Yenagoa,NG,4.9247,6.2642,79.38,85,75,6.76,moderate rain
587,Kortkeros,RU,61.8106,51.5806,32.18,95,98,7.27,overcast clouds
588,Kasongo-Lunda,CD,-6.4667,16.8167,80.26,68,97,2.68,overcast clouds
589,Jaque,PA,7.5175,-78.1703,79.56,86,98,8.41,moderate rain
590,Benjamin Constant,BR,-4.3831,-70.0311,84.33,74,75,4.61,broken clouds
591,Cabedelo,BR,-6.9811,-34.8339,83.07,69,36,13.96,scattered clouds
592,Mananjary,MG,-21.2167,48.3333,73.31,82,12,13.0,few clouds
593,Bosaso,SO,11.2842,49.1816,81.28,66,9,3.18,clear sky
594,Pindiga,NG,9.9833,10.9333,82.44,54,68,7.81,light rain
595,Talavera De La Reina,ES,39.9635,-4.8308,63.79,67,100,2.91,overcast clouds
596,Kayes,ML,14.0,-11.0,88.57,46,100,7.99,overcast clouds
597,La Maddalena,IT,41.2142,9.4083,75.25,67,96,1.9,overcast clouds
598,Nantucket,US,41.2835,-70.0995,69.91,95,100,6.91,overcast clouds
599,Hazaribag,IN,23.9833,85.35,64.49,74,94,6.44,overcast clouds
600,Dedougou,BF,12.4667,-3.4667,93.81,22,3,8.16,clear sky
601,Itaqui,BR,-29.1253,-56.5531,80.17,35,4,9.37,clear sky
602,Nova Olimpia,BR,-14.7972,-57.2881,91.27,51,67,3.0,broken clouds
603,Bonavista,CA,48.6499,-53.1147,52.02,68,100,10.49,overcast clouds
604,Mbeya,TZ,-8.9,33.45,68.31,51,78,5.91,broken clouds
605,Solymar,HU,47.5925,18.9321,58.48,88,87,2.82,overcast clouds
606,Goderich,CA,43.7501,-81.7165,70.12,43,4,9.22,clear sky
607,Ciudad Bolivar,VE,8.1222,-63.5497,94.21,44,93,6.42,overcast clouds
608,Linhares,BR,-19.3911,-40.0722,77.54,77,98,6.96,moderate rain
609,Barra Dos Coqueiros,BR,-10.9089,-37.0386,84.22,65,20,13.8,few clouds
610,Varhaug,NO,58.6147,5.6457,56.75,75,98,18.21,overcast clouds
611,Le Port,RE,-20.9373,55.2919,74.25,66,40,9.4,scattered clouds
612,Shenkursk,RU,62.1091,42.896,37.0,84,98,11.1,overcast clouds
613,Gornja Tuzla,BA,44.5561,18.7614,61.65,88,0,1.14,clear sky
614,Hatillo,PR,18.4863,-66.8254,89.56,72,71,5.99,broken clouds
615,Vikulovo,RU,56.8167,70.6107,32.32,61,58,15.95,broken clouds
616,Grand Baie,MU,-20.0182,57.5802,73.87,69,10,3.0,clear sky
617,Dondo,MZ,-19.6094,34.7431,78.31,77,20,11.54,few clouds
618,Santiago De Cuba,CU,20.0247,-75.8219,90.55,46,1,0.56,clear sky
619,Kerch,UA,45.3583,36.4758,56.8,75,88,10.71,overcast clouds
620,Isheyevka,RU,54.4167,48.2667,44.11,92,100,11.32,overcast clouds
621,Zyryanovsk,KZ,49.7386,84.2719,29.25,65,4,1.95,clear sky
622,Cassia,BR,-20.5831,-46.9219,89.78,28,52,1.81,broken clouds
623,Brandon,US,27.9378,-82.2859,84.94,72,40,6.91,scattered clouds
624,Pachino,IT,36.7186,15.0907,72.05,68,0,14.23,clear sky
625,Gumdag,TM,39.2061,54.5906,66.54,46,62,6.91,broken clouds
626,Bridlington,GB,54.0831,-0.1919,58.89,90,72,8.01,broken clouds
627,Oistins,BB,13.0667,-59.5333,89.69,70,20,10.36,few clouds
628,Ambah,IN,26.7075,78.2261,72.79,38,0,5.26,clear sky
629,Wukari,NG,7.85,9.7833,83.98,67,53,2.68,broken clouds
630,Okahandja,NA,-21.9833,16.9167,89.47,14,70,14.32,broken clouds
631,Svetlogorsk,BY,52.6333,29.7333,49.91,90,100,3.53,overcast clouds
632,Rania,IN,29.5333,74.8333,74.12,26,0,1.45,clear sky
633,Kazanskaya,RU,45.4106,40.4361,53.73,67,100,11.97,overcast clouds
634,Pemba,MZ,-12.974,40.5178,76.73,82,12,13.49,few clouds
635,Shakawe,BW,-18.3667,21.85,86.07,23,26,2.21,scattered clouds
636,Hwange,ZW,-18.3693,26.5019,85.46,30,93,5.14,overcast clouds
637,Kabo,CF,7.6994,18.629,77.83,66,41,3.09,scattered clouds
638,Bonthe,SL,7.5264,-12.505,80.47,79,75,7.61,moderate rain
639,Marsabit,KE,2.3284,37.9899,74.35,45,77,11.18,broken clouds
640,Ergani,TR,38.2653,39.7621,59.81,27,0,5.75,clear sky
641,Arandis,NA,-22.4167,14.9667,72.19,42,23,8.55,few clouds
642,Tsumeb,NA,-19.2333,17.7167,87.82,23,86,10.54,overcast clouds
643,Camapua,BR,-19.5314,-54.0439,92.57,36,0,0.92,clear sky
644,Nsunga,TZ,-1.1439,31.3947,68.27,65,39,1.57,scattered clouds
645,Kulmbach,DE,50.1,11.45,60.13,90,100,8.16,overcast clouds
646,Do Gonbadan,IR,30.3586,50.7981,77.09,38,0,0.0,clear sky
647,Troyes,FR,48.3333,4.0833,59.77,88,77,8.05,broken clouds
648,Calabozo,VE,8.9242,-67.4293,85.46,68,91,3.87,overcast clouds
649,Loanda,AO,-8.8368,13.2343,77.14,84,77,15.1,broken clouds
650,Sebeta,ET,8.9167,38.6167,57.52,65,42,6.64,scattered clouds
651,San Luis,AR,-33.295,-66.3356,83.05,30,49,2.59,scattered clouds
652,Nargana,PA,9.4428,-78.5906,82.09,79,99,5.55,light rain
653,Bardiyah,LY,31.7561,25.0865,71.08,79,0,12.39,clear sky
654,Podbrdo,BA,44.4408,17.0139,58.53,69,100,6.08,overcast clouds
655,Gobabis,NA,-22.45,18.9667,85.1,23,78,9.26,broken clouds
656,Lock Haven,US,41.137,-77.4469,64.9,86,98,2.59,overcast clouds
657,Mahon,ES,39.8885,4.2658,73.96,83,0,6.91,clear sky
658,Chokwe,MZ,-24.5333,32.9833,83.44,54,89,9.08,light rain
659,Sembe,CG,1.6481,14.5806,73.54,94,97,0.56,moderate rain
660,Rio Grande,BR,-32.035,-52.0986,75.31,73,50,12.01,scattered clouds
661,Brest,BY,52.1,23.7,52.74,87,98,5.75,overcast clouds
662,Safaga,EG,26.7292,33.9365,77.85,57,92,12.12,overcast clouds
663,Marsta,SE,59.6216,17.8548,49.17,92,100,11.1,overcast clouds
664,Vuktyl,RU,63.8567,57.3094,28.13,98,86,2.01,overcast clouds
665,Belyy Yar,RU,53.6039,91.3903,26.85,79,0,6.71,clear sky
666,Eastbourne,GB,50.7687,0.2845,61.11,88,81,5.99,broken clouds
667,Deder,ET,9.3167,41.45,62.92,47,89,3.62,overcast clouds
668,Tornio,FI,65.8481,24.1466,23.02,63,98,2.86,overcast clouds
669,Tanout,NE,14.9709,8.8879,91.29,17,92,15.52,overcast clouds
670,Waterloo,CA,43.4668,-80.5164,69.66,65,0,5.99,clear sky
671,Matara,LK,5.9485,80.5353,76.95,89,100,7.09,overcast clouds
672,Thionville,FR,49.3333,6.3333,62.26,78,62,10.09,broken clouds
673,Colquiri,BO,-17.4167,-67.1333,54.84,27,82,9.46,broken clouds
674,Megion,RU,61.0296,76.1136,33.82,77,100,16.82,overcast clouds
675,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,26,20,18.41,few clouds
676,San Rafael,AR,-34.6177,-68.3301,76.6,32,0,9.22,clear sky
677,Roald,NO,62.5833,6.1333,53.33,81,0,9.22,clear sky
678,Nacala,MZ,-14.5428,40.6728,75.7,81,4,11.7,clear sky
679,Ocumare Del Tuy,VE,10.1165,-66.7761,91.09,68,68,2.62,broken clouds
680,Ndioum,SN,16.5129,-14.6471,97.9,26,87,4.25,overcast clouds
681,Srikakulam,IN,18.3,83.9,76.75,74,95,5.46,overcast clouds
