City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Kavaratti,10.5669,72.642,81.01,82,100,18.01,IN,2022-07-28 22:21:46
295,Pak Phanang,8.3511,100.202,78.48,88,55,3.31,TH,2022-07-28 22:21:46
296,Port Keats,-14.25,129.55,63.99,47,87,7.67,AU,2022-07-28 22:21:47
297,Hobyo,5.3505,48.5268,75.45,88,72,23.02,SO,2022-07-28 22:21:47
298,Hastings,50.8552,0.5729,63.32,78,42,13.09,GB,2022-07-28 22:21:47
299,Nalut,30.3333,10.85,91.85,17,72,11.36,LY,2022-07-28 22:21:48
300,Pucallpa,-8.3791,-74.5539,89.64,55,20,4.61,PE,2022-07-28 22:21:48
301,Tromso,69.6496,18.957,46.42,87,20,2.3,NO,2022-07-28 22:20:05
302,Portland,45.5234,-122.6762,100.49,44,20,6.91,US,2022-07-28 22:17:05
303,Zyryanka,65.75,150.85,58.86,48,3,9.89,RU,2022-07-28 22:21:49
304,Lins,-21.6786,-49.7425,73.83,27,32,5.59,BR,2022-07-28 22:21:49
305,Pangai,-19.8,-174.35,80.71,78,20,19.57,TO,2022-07-28 22:21:49
306,Morshansk,53.4435,41.8107,65.75,87,5,4.36,RU,2022-07-28 22:21:50
307,Ust-Maya,60.4167,134.5333,71.96,60,5,3.33,RU,2022-07-28 22:21:50
308,Praia Da Vitoria,38.7333,-27.0667,73.76,83,20,4.07,PT,2022-07-28 22:18:42
309,Sharkan,57.2989,53.8712,59.79,74,83,2.98,RU,2022-07-28 22:21:50
310,Saint-Francois,46.4154,3.9054,65.64,63,0,3.44,FR,2022-07-28 22:21:51
311,Vilyuysk,63.7553,121.6247,71.22,69,8,5.48,RU,2022-07-28 22:21:51
312,Linxia,35.6003,103.2064,56.34,72,43,3.56,CN,2022-07-28 22:21:51
313,Guanica,17.9716,-66.908,85.98,75,9,12.21,PR,2022-07-28 22:21:52
314,Korla,41.7597,86.1469,87.01,24,100,19.82,CN,2022-07-28 22:21:52
315,Norman Wells,65.282,-126.8329,68.04,40,75,5.75,CA,2022-07-28 22:21:52
316,Mount Isa,-20.7333,139.5,56.97,33,1,8.05,AU,2022-07-28 22:21:53
317,Adrar,20.5022,-10.0711,99.54,8,27,5.61,MR,2022-07-28 22:19:52
318,Skibbereen,51.55,-9.2667,62.11,93,91,6.38,IE,2022-07-28 22:21:53
319,Nuuk,64.1835,-51.7216,47.01,76,75,6.91,GL,2022-07-28 22:21:53
320,Inhambane,-23.865,35.3833,63.1,75,0,3.18,MZ,2022-07-28 22:21:54
321,Port-Gentil,-0.7193,8.7815,75.16,88,20,6.91,GA,2022-07-28 22:22:54
322,Westport,41.1415,-73.3579,86.09,83,0,12.66,US,2022-07-28 22:22:54
323,Issoire,45.55,3.25,69.06,67,85,3.24,FR,2022-07-28 22:22:55
324,Bayana,26.9,77.2833,81.68,77,93,6.04,IN,2022-07-28 22:22:55
325,Tekeli,44.83,78.8239,67.82,55,68,6.76,KZ,2022-07-28 22:22:55
326,Yeppoon,-23.1333,150.7333,53.38,78,34,5.84,AU,2022-07-28 22:22:56
327,Coquimbo,-29.9533,-71.3436,56.93,88,0,9.22,CL,2022-07-28 22:22:56
328,Toronto,43.7001,-79.4163,83.32,45,20,24.16,CA,2022-07-28 22:19:14
329,Guangshui,31.6199,113.9978,72.59,96,12,4.59,CN,2022-07-28 22:22:56
330,Mnogovershinnyy,53.9353,139.9242,65.53,69,74,2.55,RU,2022-07-28 22:22:57
331,Poum,-20.2333,164.0167,71.15,75,20,9.15,NC,2022-07-28 22:22:57
332,Anadyr,64.75,177.4833,54.1,76,75,13.42,RU,2022-07-28 22:22:57
333,Barstow,34.8986,-117.0228,102.16,14,77,3.06,US,2022-07-28 22:22:58
334,Qui Nhon,13.7667,109.2333,78.15,87,39,3.89,VN,2022-07-28 22:22:58
335,Yumen,40.2833,97.2,74.84,13,43,6.78,CN,2022-07-28 22:22:59
336,Nador,35.174,-2.9287,79.05,73,0,3.44,MA,2022-07-28 22:22:59
337,Mitu,1.1983,-70.1733,75.34,83,86,4.03,CO,2022-07-28 22:22:59
338,Saint-Pierre,-21.3393,55.4781,67.68,73,0,6.91,RE,2022-07-28 22:22:59
339,Kristiansund,63.1115,7.732,55.45,82,20,5.75,NO,2022-07-28 22:23:00
340,Kahului,20.8947,-156.47,87.82,45,20,18.41,US,2022-07-28 22:22:32
341,Goma,-1.6792,29.2228,64.69,82,87,0.51,CD,2022-07-28 22:21:59
342,Wangou,42.0623,126.9127,66.13,96,98,3.27,CN,2022-07-28 22:23:00
343,Quang Ngai,15.1167,108.8,76.33,86,33,3.96,VN,2022-07-28 22:23:01
344,Pindiga,9.9833,10.9333,71.11,92,53,9.48,NG,2022-07-28 22:23:01
345,Shingu,33.7333,135.9833,79.41,87,66,4.92,JP,2022-07-28 22:23:01
346,Tarata,-17.6167,-66.0167,72.82,36,74,8.43,BO,2022-07-28 22:23:02
347,The Valley,18.217,-63.0578,84.34,65,20,12.66,AI,2022-07-28 22:23:02
348,Neiafu,-18.65,-173.9833,79.48,78,75,11.5,TO,2022-07-28 22:23:02
349,Los Llanos De Aridane,28.6585,-17.9182,69.55,93,20,20.71,ES,2022-07-28 22:23:03
350,Havre-Saint-Pierre,50.2334,-63.5986,62.96,82,40,12.66,CA,2022-07-28 22:23:03
351,Khovu-Aksy,51.1333,93.6,48.24,65,78,3.56,RU,2022-07-28 22:23:04
352,Siquijor,9.2142,123.515,78.71,78,100,14.09,PH,2022-07-28 22:23:04
353,Ambovombe,-25.1667,46.0833,66.11,78,8,15.19,MG,2022-07-28 22:23:04
354,Ginir,7.1333,40.7,57.24,74,41,9.1,ET,2022-07-28 22:23:04
355,Weyburn,49.6668,-103.8511,73.62,35,0,2.3,CA,2022-07-28 22:23:05
356,Duliby,49.2313,23.8153,58.17,86,75,2.59,UA,2022-07-28 22:23:05
357,Luwingu,-10.2621,29.9271,54.34,58,27,2.46,ZM,2022-07-28 22:23:05
358,Rosetta,31.4044,30.4164,79.14,73,0,7.85,EG,2022-07-28 22:23:06
359,Aden,12.7794,45.0367,86.61,67,9,4.9,YE,2022-07-28 22:23:06
360,Gunjur,13.2019,-16.7339,78.87,89,40,6.91,GM,2022-07-28 22:23:07
361,Port Lincoln,-34.7333,135.8667,52.83,86,99,12.62,AU,2022-07-28 22:23:07
362,Fukue,32.6881,128.8419,81.81,83,4,8.01,JP,2022-07-28 22:23:07
363,San Patricio,28.017,-97.5169,96.17,47,75,18.1,US,2022-07-28 22:23:08
364,Kolvereid,64.8655,11.6047,50.58,81,77,3.85,NO,2022-07-28 22:23:08
365,Porto Novo,6.4965,2.6036,76.82,77,100,10.07,BJ,2022-07-28 22:23:08
366,Lensk,60.7253,114.9278,69.53,81,100,1.3,RU,2022-07-28 22:24:09
367,Wajima,37.4,136.9,79.07,88,6,7.14,JP,2022-07-28 22:24:09
368,Shache,38.4167,77.2406,84.7,20,95,8.14,CN,2022-07-28 22:24:09
369,Ziro,27.6333,93.8333,59.86,98,93,1.3,IN,2022-07-28 22:24:10
370,Dori,14.0354,-0.0345,82.31,65,90,21.56,BF,2022-07-28 22:24:10
371,Xinyu,27.8043,114.9334,77.92,89,99,2.55,CN,2022-07-28 22:24:10
372,Bengkulu,-3.8004,102.2655,75.07,89,93,5.55,ID,2022-07-28 22:24:11
373,Kanigoro,-8.13,112.219,68.92,95,100,1.59,ID,2022-07-28 22:24:11
374,Purranque,-40.9167,-73.1667,47.53,96,96,1.52,CL,2022-07-28 22:24:11
375,Ternate,0.8,127.4,79.79,80,86,5.21,ID,2022-07-28 22:24:12
376,Yulara,-25.2406,130.9889,46.38,38,91,9.24,AU,2022-07-28 22:24:12
377,Tynda,55.1667,124.7167,63.05,95,65,1.43,RU,2022-07-28 22:24:12
378,Nouadhibou,20.931,-17.0347,75.18,73,0,23.02,MR,2022-07-28 22:24:13
379,Sangar,63.9242,127.4739,72.12,65,5,0.6,RU,2022-07-28 22:24:13
380,Walvis Bay,-22.9575,14.5053,51.1,87,18,2.3,NA,2022-07-28 22:24:13
381,Rio Grande,-32.035,-52.0986,55.51,90,100,17.18,BR,2022-07-28 22:20:23
382,Isla Vista,34.4133,-119.861,89.01,54,17,6.64,US,2022-07-28 22:24:14
383,Monduli,-3.3,36.45,56.66,86,12,7.63,TZ,2022-07-28 22:24:14
384,Bambanglipuro,-7.95,110.2833,72.57,91,86,4.99,ID,2022-07-28 22:24:15
385,Kamenka,51.3223,42.7678,70.45,63,82,0.87,RU,2022-07-28 22:24:15
386,Yerbogachen,61.2767,108.0108,64.31,92,82,3.53,RU,2022-07-28 22:24:15
387,Bilibino,68.0546,166.4372,55.29,46,12,10.94,RU,2022-07-28 22:24:15
388,Makakilo City,21.3469,-158.0858,86.32,51,0,18.41,US,2022-07-28 22:23:47
389,Gravelbourg,49.8834,-106.5512,75.47,28,0,6.22,CA,2022-07-28 22:23:16
390,Eganville,45.5334,-77.0994,77.52,50,78,9.8,CA,2022-07-28 22:24:16
391,Tocopilla,-22.092,-70.1979,63.46,72,37,10.96,CL,2022-07-28 22:21:54
392,Souillac,-20.5167,57.5167,66.58,88,40,9.22,MU,2022-07-28 22:24:16
393,Ariquemes,-9.9133,-63.0408,83.12,35,2,0.38,BR,2022-07-28 22:24:17
394,Urucara,-2.5364,-57.76,81.59,65,96,1.32,BR,2022-07-28 22:24:17
395,Batagay-Alyta,67.8006,130.4114,76.08,50,56,1.03,RU,2022-07-28 22:24:17
396,Margate,51.3813,1.3862,63.7,75,85,4.0,GB,2022-07-28 22:22:46
397,Saraland,30.8207,-88.0706,88.41,70,45,8.81,US,2022-07-28 22:24:18
398,Myitkyina,25.3833,97.4,74.46,95,67,1.77,MM,2022-07-28 22:24:18
399,Lima,-12.0432,-77.0282,59.9,86,100,6.91,PE,2022-07-28 22:21:49
400,Miranda,3.2499,-76.2281,71.73,88,85,3.15,CO,2022-07-28 22:24:19
401,Kuching,1.55,110.3333,75.42,100,40,3.0,MY,2022-07-28 22:24:19
402,Salinopolis,-0.6136,-47.3561,79.23,80,68,10.04,BR,2022-07-28 22:24:19
403,Lodja,-3.4833,23.4333,76.44,65,99,4.43,CD,2022-07-28 22:24:20
404,Ust-Tsilma,65.441,52.1498,64.89,81,64,3.06,RU,2022-07-28 22:24:20
405,Buala,-8.145,159.5921,83.16,73,61,10.22,SB,2022-07-28 22:24:20
406,Hami,42.8,93.45,86.02,12,65,9.01,CN,2022-07-28 22:24:21
407,Kandrian,-6.2167,149.55,79.54,85,56,8.48,PG,2022-07-28 22:24:21
408,Cidreira,-30.1811,-50.2056,63.36,97,100,9.42,BR,2022-07-28 22:24:10
409,Bambous Virieux,-20.3428,57.7575,69.22,88,40,9.22,MU,2022-07-28 22:24:21
410,Fort Frances,48.5999,-93.4003,70.02,64,20,14.97,CA,2022-07-28 22:24:22
411,Lasa,46.6166,10.7002,64.36,90,99,3.24,IT,2022-07-28 22:24:22
412,La Libertad,-2.2333,-80.9,73.06,78,75,10.36,EC,2022-07-28 22:25:22
413,Berezovyy,51.6667,135.7,69.58,96,100,0.92,RU,2022-07-28 22:25:23
414,Gorontalo,0.5412,123.0595,74.61,95,89,5.46,ID,2022-07-28 22:25:23
415,Altayskoye,51.9533,85.3325,60.12,79,49,4.5,RU,2022-07-28 22:25:23
416,Bodden Town,19.2833,-81.25,86.0,73,75,5.99,KY,2022-07-28 22:25:24
417,Bubaque,11.2833,-15.8333,79.88,82,45,13.62,GW,2022-07-28 22:25:24
418,Victoria Point,-27.5833,153.3,56.95,81,0,3.0,AU,2022-07-28 22:25:24
419,Ranong,9.9658,98.6348,77.86,88,21,1.66,TH,2022-07-28 22:25:25
420,Vryheid,-27.7695,30.7917,49.84,85,8,5.19,ZA,2022-07-28 22:25:25
421,Dergachi,51.2328,48.7659,71.58,69,0,6.04,RU,2022-07-28 22:25:25
422,San Cristobal,7.7669,-72.225,71.78,77,95,4.54,VE,2022-07-28 22:23:39
423,Vega De Alatorre,20.0333,-96.6333,86.13,65,76,17.47,MX,2022-07-28 22:25:26
424,Morondava,-20.2833,44.2833,68.86,78,0,6.64,MG,2022-07-28 22:25:26
425,Creston,41.0586,-94.3614,81.72,38,0,11.5,US,2022-07-28 22:25:26
426,Tolaga Bay,-38.3667,178.3,57.69,66,57,12.66,NZ,2022-07-28 22:25:27
427,Belyy Yar,53.6039,91.3903,53.85,86,0,2.24,RU,2022-07-28 22:25:27
428,Solnechnyy,50.7214,136.6319,70.27,90,100,1.74,RU,2022-07-28 22:25:27
429,Mangrol,21.1167,70.1167,80.49,81,99,9.64,IN,2022-07-28 22:25:28
430,Kaliua,-5.0606,31.7936,73.15,40,52,5.26,TZ,2022-07-28 22:25:28
431,Pangnirtung,66.1451,-65.7125,51.8,93,75,2.3,CA,2022-07-28 22:25:28
432,Caravelas,-17.7125,-39.2481,69.3,81,0,6.55,BR,2022-07-28 22:25:29
433,Atambua,-9.1061,124.8925,65.1,86,85,5.7,ID,2022-07-28 22:25:29
434,Komsomolskiy,40.4272,71.7189,84.92,23,84,11.5,UZ,2022-07-28 22:25:29
435,Burns Lake,54.2331,-125.7533,87.22,20,1,5.19,CA,2022-07-28 22:25:30
436,Altona,53.55,9.9333,58.66,74,40,8.05,DE,2022-07-28 22:25:30
437,Gumdag,39.2061,54.5906,83.3,61,26,11.88,TM,2022-07-28 22:25:30
438,Haines Junction,60.7522,-137.5108,66.15,45,98,5.75,CA,2022-07-28 22:25:31
439,Ferrol,43.4832,-8.2369,65.68,89,4,3.31,ES,2022-07-28 22:25:04
440,Xining,36.6167,101.7667,54.91,64,99,3.31,CN,2022-07-28 22:23:59
441,Esmeraldas,-19.7625,-44.3139,72.46,42,1,2.24,BR,2022-07-28 22:25:31
442,Santa Cruz Del Sur,20.7147,-77.9956,84.56,64,47,5.59,CU,2022-07-28 22:25:32
443,Uray,60.1247,64.7758,55.8,73,2,3.85,RU,2022-07-28 22:25:32
444,Mecca,21.4267,39.8261,90.45,29,94,3.44,SA,2022-07-28 22:24:30
445,Luwuk,-0.9516,122.7875,75.58,94,97,3.06,ID,2022-07-28 22:25:32
446,Independencia,-5.3964,-40.3086,83.43,37,68,6.91,BR,2022-07-28 22:25:33
447,Hamada,34.8833,132.0833,78.64,84,1,3.29,JP,2022-07-28 22:25:33
448,Svetlyy,54.675,20.1347,58.96,82,10,3.15,RU,2022-07-28 22:25:33
449,San Ramon De La Nueva Oran,-23.1322,-64.326,61.59,59,100,7.63,AR,2022-07-28 22:20:36
450,Bathsheba,13.2167,-59.5167,83.01,84,20,17.27,BB,2022-07-28 22:25:34
451,Olafsvik,64.8945,-23.7142,44.53,79,96,16.8,IS,2022-07-28 22:25:34
452,Timizart,36.8,4.2667,77.47,58,0,5.21,DZ,2022-07-28 22:25:34
453,Huarmey,-10.0681,-78.1522,66.15,75,28,12.12,PE,2022-07-28 22:25:35
454,La Rioja,42.25,-2.5,64.18,70,53,4.81,ES,2022-07-28 22:25:35
455,Kosh-Agach,50.0,88.6667,48.99,55,8,1.66,RU,2022-07-28 22:25:35
456,Malim,7.452,123.4312,80.89,76,100,2.91,PH,2022-07-28 22:25:36
457,Payo,-3.7508,103.6372,74.73,87,100,1.86,ID,2022-07-28 22:25:36
458,Raver,21.25,76.0333,79.21,83,96,2.93,IN,2022-07-28 22:26:36
459,Farmington,36.7281,-108.2187,77.68,47,75,11.5,US,2022-07-28 22:26:37
460,Zhuhai,22.2769,113.5678,87.85,84,0,3.44,CN,2022-07-28 22:26:37
461,Otavi,-19.65,17.3333,62.29,29,5,2.01,NA,2022-07-28 22:26:37
462,Bolgar,54.95,49.0667,63.82,75,7,4.92,RU,2022-07-28 22:26:38
463,Sola,-13.8833,167.55,84.87,79,75,5.75,VU,2022-07-28 22:26:38
464,Beyla,8.6833,-8.6333,66.54,99,73,4.52,GN,2022-07-28 22:26:38
465,Turbat,26.0023,63.044,81.5,74,100,7.27,PK,2022-07-28 22:26:39
466,Atar,20.5169,-13.0499,98.56,20,0,7.02,MR,2022-07-28 22:22:23
467,Kaeo,-35.1,173.7833,60.33,90,32,7.65,NZ,2022-07-28 22:26:39
468,Kindu,-2.95,25.95,71.64,85,100,2.93,CD,2022-07-28 22:26:39
469,Cabedelo,-6.9811,-34.8339,75.87,82,6,10.25,BR,2022-07-28 22:22:29
470,Hualmay,-11.0964,-77.6139,64.29,77,22,11.03,PE,2022-07-28 22:26:40
471,Sibolga,1.7427,98.7792,75.83,92,100,2.37,ID,2022-07-28 22:26:40
472,Owando,-0.4819,15.8999,76.12,62,98,2.89,CG,2022-07-28 22:26:41
473,Barkhan,29.8977,69.5256,78.39,76,100,5.3,PK,2022-07-28 22:26:41
474,Altay,47.8667,88.1167,65.61,42,22,5.64,CN,2022-07-28 22:26:41
475,Autazes,-3.5797,-59.1306,84.07,46,16,3.04,BR,2022-07-28 22:26:42
476,Dakar,14.6937,-17.4441,82.53,78,75,19.57,SN,2022-07-28 22:25:09
477,Ixtapa,20.7,-105.2,87.03,62,75,11.5,MX,2022-07-28 22:26:42
478,Yinchuan,38.4681,106.2731,76.32,38,0,9.73,CN,2022-07-28 22:26:43
479,Dudinka,69.4058,86.1778,53.24,73,5,3.42,RU,2022-07-28 22:26:43
480,Bat Yam,32.0231,34.7503,83.05,83,20,2.3,IL,2022-07-28 22:22:45
481,Mpongwe,-13.5091,28.155,55.53,57,82,6.13,ZM,2022-07-28 22:26:43
482,Zyryanskoye,56.8306,86.6258,56.05,82,20,3.11,RU,2022-07-28 22:26:44
483,Siavonga,-16.5382,28.7088,64.44,51,3,5.37,ZM,2022-07-28 22:26:44
484,Mahroni,24.5862,78.7288,79.14,82,100,5.23,IN,2022-07-28 22:26:44
485,Balykshi,47.0667,51.8667,69.8,83,0,2.24,KZ,2022-07-28 22:26:45
486,Malindi,-3.2175,40.1191,74.14,81,14,12.62,KE,2022-07-28 22:26:45
487,Vostok,46.4856,135.8833,71.4,82,100,0.74,RU,2022-07-28 22:26:45
488,Tarpon Springs,28.1461,-82.7568,94.21,72,0,5.99,US,2022-07-28 22:26:46
489,Thenzawl,23.3167,92.75,68.22,99,93,1.61,IN,2022-07-28 22:26:46
490,Kuusamo,65.9667,29.1833,51.84,93,100,5.75,FI,2022-07-28 22:26:46
491,Hickory,35.7332,-81.3412,88.77,70,100,8.05,US,2022-07-28 22:25:54
492,Xapuri,-10.6517,-68.5044,88.23,36,14,1.05,BR,2022-07-28 22:26:47
493,Noumea,-22.2763,166.4572,72.0,99,34,10.36,NC,2022-07-28 22:26:47
494,Waddan,29.1614,16.139,86.11,25,0,11.56,LY,2022-07-28 22:26:48
495,Poirino,44.9208,7.8469,73.06,97,7,6.06,IT,2022-07-28 22:25:28
496,Anderson,34.5334,-82.6499,96.55,47,40,13.8,US,2022-07-28 22:26:48
497,Arman,59.7,150.1667,53.02,96,100,4.47,RU,2022-07-28 22:26:48
498,Xai-Xai,-25.0519,33.6442,59.34,81,0,5.86,MZ,2022-07-28 22:26:49
499,Sao Joao Da Barra,-21.6403,-41.0511,72.28,83,41,19.91,BR,2022-07-28 22:26:42
500,Palmer,42.1584,-72.3287,86.61,64,75,25.32,US,2022-07-28 22:26:49
501,Kalmunai,7.4167,81.8167,76.44,92,100,3.04,LK,2022-07-28 22:26:49
502,Maneadero,31.7167,-116.5667,74.1,76,18,5.01,MX,2022-07-28 22:26:50
503,Karabash,55.4808,60.2157,56.48,81,100,5.3,RU,2022-07-28 22:26:50
504,Tangjiazhuang,39.7333,118.45,71.94,91,100,3.74,CN,2022-07-28 22:26:50
505,Basco,20.4487,121.9702,84.36,77,77,10.63,PH,2022-07-28 22:27:51
506,Viseu,40.661,-7.9097,62.85,88,0,1.81,PT,2022-07-28 22:27:51
507,Ak-Dovurak,51.1833,90.6,52.05,69,62,0.22,RU,2022-07-28 22:27:51
508,Hambantota,6.1241,81.1185,77.05,91,100,5.39,LK,2022-07-28 22:27:52
509,Aasiaat,68.7098,-52.8699,37.96,85,87,2.21,GL,2022-07-28 22:27:52
510,Orcopampa,-15.2661,-72.3417,57.36,22,5,9.15,PE,2022-07-28 22:27:52
511,Santa Clara,22.4,-79.9667,85.66,66,75,17.27,CU,2022-07-28 22:27:53
512,Bonaventure,48.0457,-65.4926,73.98,73,68,4.61,CA,2022-07-28 22:27:53
513,Agadez,19.75,10.25,91.31,21,67,4.03,NE,2022-07-28 22:27:54
514,Mount Gambier,-37.8333,140.7667,39.38,89,9,2.53,AU,2022-07-28 22:25:19
515,Santiago,-33.4569,-70.6483,60.24,52,0,3.44,CL,2022-07-28 22:27:05
516,Samana,19.2056,-69.3369,82.36,77,7,9.48,DO,2022-07-28 22:27:54
517,Suamico,44.6319,-88.0393,77.29,48,75,14.97,US,2022-07-28 22:27:55
518,Casper,42.8666,-106.3131,84.81,31,0,11.5,US,2022-07-28 22:24:06
519,Ketchikan,55.3422,-131.6461,72.07,68,0,9.22,US,2022-07-28 22:27:55
520,Sur,22.5667,59.5289,81.63,73,98,15.28,OM,2022-07-28 22:27:55
521,Vila,42.0304,-8.1588,58.69,80,0,3.33,PT,2022-07-28 22:27:56
522,Baker City,44.7749,-117.8344,98.31,20,0,19.57,US,2022-07-28 22:27:56
523,Kijang,35.2442,129.2139,80.33,92,1,7.43,KR,2022-07-28 22:27:56
524,Save,8.0425,2.486,71.37,98,100,6.98,BJ,2022-07-28 22:27:57
525,Puerto Palomas,31.7667,-107.6167,92.39,26,63,8.12,MX,2022-07-28 22:27:57
526,Qaqortoq,60.7167,-46.0333,47.07,73,37,5.37,GL,2022-07-28 22:27:57
527,Deputatskiy,69.3,139.9,50.36,56,100,4.88,RU,2022-07-28 22:27:58
528,Tvoroyri,61.5556,-6.8111,52.84,89,34,14.36,FO,2022-07-28 22:27:58
529,Tessalit,20.1986,1.0114,94.96,24,94,8.23,ML,2022-07-28 22:27:58
530,Nioro,13.35,-15.75,79.07,81,64,9.8,GM,2022-07-28 22:27:59
531,Tiarei,-17.5333,-149.3333,82.42,77,14,24.23,PF,2022-07-28 22:27:59
532,Santa Cruz Cabralia,-16.2781,-39.0247,73.63,73,20,8.05,BR,2022-07-28 22:27:59
533,Beloha,-25.1667,45.05,63.64,83,8,11.65,MG,2022-07-28 22:28:00
534,Saeby,57.3319,10.5225,53.96,87,0,7.18,DK,2022-07-28 22:28:00
535,Quatre Cocos,-20.2078,57.7625,69.1,78,7,10.38,MU,2022-07-28 22:28:00
536,Holme,56.1138,10.1725,54.18,81,25,3.69,DK,2022-07-28 22:28:01
537,Honiara,-9.4333,159.95,82.09,73,35,7.05,SB,2022-07-28 22:28:01
538,Misratah,32.3754,15.0925,82.35,68,0,2.51,LY,2022-07-28 22:28:01
539,Sagarejo,41.734,45.3315,72.03,54,45,4.85,GE,2022-07-28 22:28:02
540,Bichura,50.5881,107.6022,52.43,85,95,2.37,RU,2022-07-28 22:28:02
541,Bonfim,3.0833,-59.95,80.04,82,98,1.01,BR,2022-07-28 22:28:02
542,Hovd,48.0056,91.6419,60.48,44,40,1.23,MN,2022-07-28 22:27:34
543,Mandera,3.9366,41.867,78.17,51,7,18.72,KE,2022-07-28 22:28:03
544,Golden,39.7555,-105.2211,77.63,64,75,6.91,US,2022-07-28 22:26:29
545,Tautira,-17.7333,-149.15,77.31,78,24,24.09,PF,2022-07-28 22:28:03
546,Canton,23.1167,113.25,86.88,59,100,4.81,CN,2022-07-28 22:23:33
547,Kupino,54.3663,77.2981,62.6,93,76,10.87,RU,2022-07-28 22:28:03
548,Marsh Harbour,26.5412,-77.0636,83.39,70,24,14.54,BS,2022-07-28 22:28:04
549,Vila Velha,-20.3297,-40.2925,75.15,81,0,13.8,BR,2022-07-28 22:24:37
550,Hirara,24.8,125.2833,82.67,83,20,5.75,JP,2022-07-28 22:28:04
551,La Joya,18.6667,-99.4667,83.71,51,26,3.98,MX,2022-07-28 22:28:05
552,Mantua,45.1667,10.7833,76.08,74,59,4.97,IT,2022-07-28 22:29:05
553,Yenagoa,4.9247,6.2642,72.75,96,100,3.15,NG,2022-07-28 22:29:06
554,Paamiut,61.994,-49.6678,42.21,91,100,15.88,GL,2022-07-28 22:29:06
555,Kamaishi,39.2667,141.8833,75.7,86,13,0.94,JP,2022-07-28 22:29:07
556,Sorong,-0.8833,131.25,77.32,88,86,4.59,ID,2022-07-28 22:29:07
557,Manzanillo,20.3433,-77.1167,84.24,66,59,3.71,CU,2022-07-28 22:29:07
558,Kupang,-10.1667,123.5833,73.89,71,62,13.78,ID,2022-07-28 22:29:08
559,Nishihara,26.1842,127.7558,83.48,84,40,11.5,JP,2022-07-28 22:29:08
560,Zhanaozen,43.3,52.8,74.75,58,2,8.01,KZ,2022-07-28 22:29:08
561,Sao Marcos,-28.9711,-51.0681,56.19,93,100,6.46,BR,2022-07-28 22:29:09
562,Eydhafushi,5.1033,73.0708,81.21,78,90,16.31,MV,2022-07-28 22:29:09
